SQ_CANDIDATO,AA_ELEICAO,cd_cargo,total_receita,total_despesa,saldo_campanha,n_fontes_receita,n_origens_despesa,despesa_adesivos,despesa_impressos,despesa_pessoal,despesa_tv,despesa_radio,razao_despesa_receita,pct_despesa_marketing,is_prefeito,is_vereador,competitividade,qt_candidato,qt_vagas,qt_eleitores,eleitores_por_candidato,municipio_encoded,prefeito_despesa_adesivos,competitividade_marketing,investimento_por_eleitor,investimento_por_idhm,foco_municipios_desenvolvidos,foco_municipios_carentes,foco_urbano,foco_rural,foco_alta_densidade,foco_baixa_escolaridade,infraestrutura_desenvolvida,municipio_rico,eleito,apoio_politico,aquisicoes_bens,comunicacao_correspondencia,diversos,gestao_administrativa,infraestrutura_basica,materiais_graficos_sonoros,midia_propaganda,mobilizacao_humana,pesquisa_eleitoral,idhm,pib_per_capita,habitantes,total_receitas_brutas_ibge,NR_PARTIDO,QT_VOTOS_NOMINAIS_VALIDOS,eleitores,vagas
220002335254,2024.0,13.0,7521.889999999999,300.02,7221.869999999999,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0398862519925178,0.0,0.0,1.0,6.222222222222222,56.0,9.0,7392.0,132.0,19,0.0,0.0,0.0405871212121212,178.81192,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,300.02,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220002335253,2024.0,13.0,3052.0,0.0,3052.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.222222222222222,56.0,9.0,7392.0,132.0,19,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220002246165,2024.0,11.0,101760.0,83560.0,18200.0,2.0,9.0,27217.0,10800.0,5500.0,0.0,0.0,0.8211477987421384,45.49664911440881,1.0,0.0,4.0,4.0,1.0,6321.0,1580.25,25,27217.0,181.98659645763524,13.219427305806043,53311.28,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,605.65,7900.35,22164.0,48940.0,0.0,3950.0,0.0,0,0,0,0,0,0,10000,10
220002193885,2024.0,13.0,270.0,150.0,120.0,2.0,1.0,0.0,150.0,0.0,0.0,0.0,0.5555555555555556,100.0,0.0,1.0,5.777777777777778,52.0,9.0,3044.0,58.53846153846154,38,0.0,577.7777777777777,0.0492772667542706,96.15,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220002193889,2024.0,13.0,320.0,200.0,120.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,1.0,5.777777777777778,52.0,9.0,3044.0,58.53846153846154,38,0.0,0.0,0.0657030223390276,128.2,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220002193890,2024.0,13.0,120.0,0.0,120.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.777777777777778,52.0,9.0,3044.0,58.53846153846154,38,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220002193886,2024.0,13.0,200.0,200.0,0.0,1.0,1.0,0.0,200.0,0.0,0.0,0.0,1.0,100.0,0.0,1.0,5.777777777777778,52.0,9.0,3044.0,58.53846153846154,38,0.0,577.7777777777777,0.0657030223390276,128.2,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220002193887,2024.0,13.0,120.0,0.0,120.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.777777777777778,52.0,9.0,3044.0,58.53846153846154,38,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220002193888,2024.0,13.0,120.0,0.0,120.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.777777777777778,52.0,9.0,3044.0,58.53846153846154,38,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220002193891,2024.0,13.0,120.0,0.0,120.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.777777777777778,52.0,9.0,3044.0,58.53846153846154,38,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220002193892,2024.0,13.0,120.0,0.0,120.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.777777777777778,52.0,9.0,3044.0,58.53846153846154,38,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220002363152,2024.0,13.0,4786.0,1800.0,2986.0,2.0,3.0,1000.0,600.0,0.0,0.0,0.0,0.3760969494358546,88.88888888888889,0.0,1.0,8.866666666666667,133.0,15.0,40937.0,307.796992481203,22,0.0,788.1481481481482,0.0439700026870557,1240.1999999999998,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,200.0,1600.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220002363155,2024.0,13.0,5361.0,675.0,4686.0,2.0,2.0,0.0,0.0,0.0,0.0,350.0,0.1259093452714046,51.85185185185185,0.0,1.0,8.866666666666667,133.0,15.0,40937.0,307.796992481203,22,0.0,459.75308641975306,0.0164887510076458,465.075,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,325.0,350.0,0.0,0.0,0,0,0,0,0,0,10000,10
220002363160,2024.0,13.0,3086.0,0.0,3086.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.866666666666667,133.0,15.0,40937.0,307.796992481203,22,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220002363161,2024.0,13.0,3086.0,0.0,3086.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.866666666666667,133.0,15.0,40937.0,307.796992481203,22,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220002363151,2024.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.866666666666667,133.0,15.0,40937.0,307.796992481203,22,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220002363154,2024.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.866666666666667,133.0,15.0,40937.0,307.796992481203,22,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220002363156,2024.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.866666666666667,133.0,15.0,40937.0,307.796992481203,22,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220002363157,2024.0,13.0,20000.0,20000.0,0.0,1.0,9.0,850.0,1200.0,0.0,0.0,0.0,1.0,10.25,0.0,1.0,8.866666666666667,133.0,15.0,40937.0,307.796992481203,22,0.0,90.88333333333334,0.4885555854117302,13779.999999999998,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,649.99,7000.0,4500.01,3850.0,1000.0,3000.0,0.0,0,0,0,0,0,0,10000,10
220002363159,2024.0,13.0,2886.0,0.0,2886.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.866666666666667,133.0,15.0,40937.0,307.796992481203,22,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220002363153,2024.0,13.0,4398.0,0.0,4398.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.866666666666667,133.0,15.0,40937.0,307.796992481203,22,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220002371306,2024.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,20216.0,6738.666666666667,29,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220001919847,2024.0,13.0,5535.0,3535.0,2000.0,1.0,1.0,156.75,150.0,0.0,0.0,0.0,0.6386630532971996,8.677510608203677,0.0,1.0,19.17391304347826,441.0,23.0,362248.0,821.4240362811792,36,0.0,166.38183383555747,0.0097585079834809,2601.76,0,1,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3535.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220001919847,2024.0,13.0,5535.0,3535.0,2000.0,1.0,1.0,156.75,150.0,0.0,0.0,0.0,0.6386630532971996,8.677510608203677,0.0,1.0,19.17391304347826,441.0,23.0,362248.0,821.4240362811792,36,0.0,166.38183383555747,0.0097585079834809,2601.76,0,1,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3535.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220001919847,2024.0,13.0,5535.0,3535.0,2000.0,1.0,1.0,156.75,150.0,0.0,0.0,0.0,0.6386630532971996,8.677510608203677,0.0,1.0,19.17391304347826,441.0,23.0,362248.0,821.4240362811792,36,0.0,166.38183383555747,0.0097585079834809,2601.76,0,1,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3535.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220001919847,2024.0,13.0,5535.0,3535.0,2000.0,1.0,1.0,156.75,150.0,0.0,0.0,0.0,0.6386630532971996,8.677510608203677,0.0,1.0,19.17391304347826,441.0,23.0,362248.0,821.4240362811792,36,0.0,166.38183383555747,0.0097585079834809,2601.76,0,1,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3535.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220001919848,2024.0,13.0,3258.9,3258.9,0.0,1.0,2.0,425.4,150.0,0.0,0.0,0.0,1.0,17.65626438368775,0.0,1.0,19.17391304347826,441.0,23.0,362248.0,821.4240362811792,36,0.0,338.5396779654912,0.0089963229610653,2398.5504,0,1,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1140.9,0.0,2118.0,0.0,0,0,0,0,0,0,10000,10
220001919848,2024.0,13.0,3258.9,3258.9,0.0,1.0,2.0,425.4,150.0,0.0,0.0,0.0,1.0,17.65626438368775,0.0,1.0,19.17391304347826,441.0,23.0,362248.0,821.4240362811792,36,0.0,338.5396779654912,0.0089963229610653,2398.5504,0,1,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1140.9,0.0,2118.0,0.0,0,0,0,0,0,0,10000,10
220001919848,2024.0,13.0,3258.9,3258.9,0.0,1.0,2.0,425.4,150.0,0.0,0.0,0.0,1.0,17.65626438368775,0.0,1.0,19.17391304347826,441.0,23.0,362248.0,821.4240362811792,36,0.0,338.5396779654912,0.0089963229610653,2398.5504,0,1,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1140.9,0.0,2118.0,0.0,0,0,0,0,0,0,10000,10
220002145926,2024.0,13.0,3227.4,3227.4,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.888888888888889,44.0,9.0,10984.0,249.63636363636363,3,0.0,0.0,0.2938273852876912,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1350.0,0.0,0.0,1877.4,0.0,0,0,0,0,0,0,10000,10
220002145919,2024.0,13.0,4727.4,4727.4,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.888888888888889,44.0,9.0,10984.0,249.63636363636363,3,0.0,0.0,0.4303896576839038,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,727.4,0.0,0,0,0,0,0,0,10000,10
220002145920,2024.0,13.0,3227.4,3227.4,0.0,1.0,1.0,2087.0,0.0,0.0,0.0,0.0,1.0,64.66505546260147,0.0,1.0,4.888888888888889,44.0,9.0,10984.0,249.63636363636363,3,0.0,316.1402711504961,0.2938273852876912,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3227.4,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220002145923,2024.0,13.0,3527.4,3227.4,300.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.9149515223677496,0.0,0.0,1.0,4.888888888888889,44.0,9.0,10984.0,249.63636363636363,3,0.0,0.0,0.2938273852876912,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,229.9,197.5,0.0,2800.0,0.0,0,0,0,0,0,0,10000,10
220002145924,2024.0,13.0,3227.4,3227.4,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.888888888888889,44.0,9.0,10984.0,249.63636363636363,3,0.0,0.0,0.2938273852876912,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,227.4,0.0,3000.0,0.0,0,0,0,0,0,0,10000,10
220002145925,2024.0,13.0,3527.4,3227.4,300.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9149515223677496,0.0,0.0,1.0,4.888888888888889,44.0,9.0,10984.0,249.63636363636363,3,0.0,0.0,0.2938273852876912,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,403.4,0.0,0.0,2824.0,0.0,0,0,0,0,0,0,10000,10
220002145922,2024.0,13.0,9095.4,9095.4,0.0,1.0,4.0,1405.0,520.0,0.0,0.0,0.0,1.0,21.16454471491084,0.0,1.0,4.888888888888889,44.0,9.0,10984.0,249.63636363636363,3,0.0,103.47110749511964,0.8280589949016751,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4500.0,3640.0,0.0,955.4,0.0,0,0,0,0,0,0,10000,10
220001915429,2024.0,13.0,8042.0,5642.0,2400.0,1.0,3.0,1860.0,1420.0,1412.0,0.0,0.0,0.7015667744342203,58.13541297412264,0.0,1.0,13.25,159.0,12.0,69088.0,434.5157232704403,8,0.0,770.294221907125,0.0816639647985178,4050.956,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1412.0,0.0,4230.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220001915432,2024.0,13.0,8570.0,6971.0,1599.0,1.0,3.0,878.8,750.0,0.0,0.0,0.0,0.8134189031505251,23.36537082197676,0.0,1.0,13.25,159.0,12.0,69088.0,434.5157232704403,8,0.0,309.5911633911921,0.100900301065308,5005.178,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,12.3,0.0,2858.7,0.0,4100.0,0.0,0,0,0,0,0,0,10000,10
220001915428,2024.0,13.0,8600.0,6600.0,2000.0,1.0,2.0,2849.0,840.0,0.0,0.0,800.0,0.7674418604651163,68.01515151515152,0.0,1.0,13.25,159.0,12.0,69088.0,434.5157232704403,8,0.0,901.2007575757576,0.0955303381194997,4738.8,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5800.0,800.0,0.0,0.0,0,0,0,0,0,0,10000,10
220001915435,2024.0,13.0,10033.66,5817.0,4216.66,1.0,5.0,2021.0,2526.0,0.0,0.0,0.0,0.5797485663257476,78.16744026130308,0.0,1.0,13.25,159.0,12.0,69088.0,434.5157232704403,8,0.0,1035.7185834622658,0.08419696618805,4176.606,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,706.0,0.0,4111.0,500.0,500.0,0.0,0,0,0,0,0,0,10000,10
220001915436,2024.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.25,159.0,12.0,69088.0,434.5157232704403,8,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220001915437,2024.0,13.0,5135.0,2100.0,3035.0,1.0,2.0,0.0,800.0,0.0,0.0,0.0,0.4089581304771178,38.095238095238095,0.0,1.0,13.25,159.0,12.0,69088.0,434.5157232704403,8,0.0,504.7619047619048,0.0303960166743862,1507.8,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,0.0,800.0,0.0,0,0,0,0,0,0,10000,10
220001915438,2024.0,13.0,29020.0,2547.2,26472.8,2.0,2.0,307.5,0.0,0.0,0.0,0.0,0.0877739490006891,12.072079145728644,0.0,1.0,13.25,159.0,12.0,69088.0,434.5157232704403,8,0.0,159.95504868090453,0.0368689207966651,1828.8896,0,1,0,0,1,0,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,1547.2,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220002156346,2024.0,13.0,1500.0,1499.3,0.7000000000000455,1.0,2.0,490.0,0.0,0.0,0.0,0.0,0.9995333333333332,32.68191822850664,0.0,1.0,13.25,159.0,12.0,69088.0,434.5157232704403,8,0.0,433.035416527713,0.0217013084761463,1076.4974,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,12.3,0.0,1487.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220001915430,2024.0,13.0,4900.0,4900.0,0.0,1.0,2.0,1420.0,1435.0,0.0,0.0,0.0,1.0,58.265306122448976,0.0,1.0,13.25,159.0,12.0,69088.0,434.5157232704403,8,0.0,772.0153061224489,0.0709240389069013,3518.2,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,230.0,4670.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220001915434,2024.0,13.0,3160.0,360.0,2800.0,1.0,1.0,0.0,360.0,0.0,0.0,0.0,0.1139240506329113,100.0,0.0,1.0,13.25,159.0,12.0,69088.0,434.5157232704403,8,0.0,1325.0,0.005210745715609,258.48,0,1,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220002156977,2024.0,13.0,10224.66,5162.0,5062.66,2.0,5.0,0.0,350.0,500.0,0.0,0.0,0.5048578632443523,6.780317706315382,0.0,1.0,4.555555555555555,41.0,9.0,3811.0,92.95121951219512,39,0.0,30.88811399543674,1.3545001311991602,3319.166,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,1333.0,817.0,350.0,0.0,2662.0,0.0,0,0,0,0,0,0,10000,10
220002156981,2024.0,13.0,14237.0,13692.0,545.0,1.0,5.0,0.0,0.0,500.0,0.0,0.0,0.961719463370092,0.0,0.0,1.0,4.555555555555555,41.0,9.0,3811.0,92.95121951219512,39,0.0,0.0,3.5927578063500394,8803.956,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,500.0,3679.0,1750.0,0.0,7763.0,0.0,0,0,0,0,0,0,10000,10
220002156984,2024.0,13.0,1045.0,500.0,545.0,1.0,1.0,0.0,0.0,500.0,0.0,0.0,0.4784688995215311,0.0,0.0,1.0,4.555555555555555,41.0,9.0,3811.0,92.95121951219512,39,0.0,0.0,0.1311991603253739,321.5,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220002156980,2024.0,13.0,1045.0,500.0,545.0,1.0,1.0,0.0,0.0,500.0,0.0,0.0,0.4784688995215311,0.0,0.0,1.0,4.555555555555555,41.0,9.0,3811.0,92.95121951219512,39,0.0,0.0,0.1311991603253739,321.5,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220002156982,2024.0,13.0,1645.0,1100.0,545.0,2.0,3.0,0.0,500.0,500.0,0.0,0.0,0.668693009118541,45.45454545454545,0.0,1.0,4.555555555555555,41.0,9.0,3811.0,92.95121951219512,39,0.0,207.07070707070704,0.2886381527158226,707.3000000000001,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,100.0,0.0,0,0,0,0,0,0,10000,10
220002156985,2024.0,13.0,1045.0,500.0,545.0,1.0,1.0,0.0,0.0,500.0,0.0,0.0,0.4784688995215311,0.0,0.0,1.0,4.555555555555555,41.0,9.0,3811.0,92.95121951219512,39,0.0,0.0,0.1311991603253739,321.5,1,0,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,10000,10
220002067140,2024.0,13.0,5000.0,5000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.222222222222222,65.0,9.0,9620.0,148.0,42,0.0,0.0,0.5197505197505198,2990.0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0,0,0,0,0,0,10000,10
220002067141,2024.0,13.0,5000.0,5000.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.222222222222222,65.0,9.0,9620.0,148.0,42,0.0,0.0,0.5197505197505198,2990.0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0,0,0,0,0,0,10000,10
